,a.1.1,a.1.2,a.1.3,a.1.4,a.3.1,a.3.2,a.3.3,a.3.4,a.3.5,a.3.6,b.1.1,b.1.2,b.1.3,b.1.4,b.1.5,b.1.6,b.1.7,b.1.8,b.1.9,b.2.1,b.3.1,b.3.2,b.3.3,b.3.4,b.6.1,c.1.1,c.1.2,c.2.1,c.2.2,c.2.3,c.2.4,c.2.5,c.2.6,c.2.7,c.2.8,c.2.9,c.2.10,c.3.1,c.3.2,c.4.1,c.4.2,c.4.3,c.4.4,c.4.5,c.4.6,c.5.1,d.1.1,d.1.2,d.2.1,d.2.2,d.2.3,d.4.1,d.5.1,d.5.2,d.5.3,d.5.4,d.5.5,e.1.1,e.1.2,e.1.3,f.2.1,f.2.2,f.4.1,f.6.1,f.6.2,f.6.3,g.1.1,g.1.2,g.2.1,g.2.2,g.2.3,g.3.1,g.3.2,g.4.1,g.4.2,g.4.3,g.4.4,g.4.5,h.2.1,h.2.2,h.2.3,h.2.4,h.5.1,i.1.1,i.1.2,i.1.3,i.1.4,i.2.1,i.2.2,i.2.3,i.2.4,i.2.5,i.2.6,i.3.1,i.3.2,i.3.3,i.3.4,i.3.5,i.3.6,j.1.1,j.1.2,j.2.1,j.2.2,j.2.3,j.2.4,j.3.1,j.3.2,j.3.3,j.3.4,j.4.1,j.5.1,j.5.2,j.5.3,j.5.4,j.5.5,j.6.1,j.6.2,j.6.3,j.6.4,j.7.1,j.7.2
a.1.1,1.0,0.6208288978694643,0.6004265832750788,0.6717807010762321,0.5816646777657907,0.5390827584700961,0.4827740401620936,0.41177050121684106,0.5152280857840454,0.582069023583206,0.4764842430415199,0.5615385768154483,0.44547772323861556,0.569199948213547,0.5116576903441471,0.4741141463459539,0.5018893847277386,0.5104588577529897,0.517735784560376,0.8599997733471403,0.6624868762766574,0.576587413356206,0.5383437932346189,0.6069698085772388,0.4074461665508426,0.4675010023620569,0.5150501044027246,0.5847361484908399,0.6016177245708921,0.5266430736983164,0.3616526867959964,0.542472576716495,0.5349771450154439,0.6032898121786878,0.6950625885768329,0.6173125337793579,0.6579362733157562,0.771228813380585,0.6717810375704034,0.609988690070373,0.4922130381612872,0.6716102427431697,0.5216047945420068,0.4536558535426425,0.5371378942658641,0.6759985113017155,0.563927108584542,0.5450984570528463,0.4996218947191218,0.6183132674448102,0.6040683154792931,0.464828589688874,0.6468004794224741,0.5263118432572655,0.6289610486485127,0.5424104695065918,0.5430013292361002,0.6030486419990561,0.5933510722645148,0.5010467071816064,0.6942445231758017,0.616478412799296,0.544737518983529,0.16131597570613032,0.18641607491062084,0.6757620039698862,0.6636101418910595,0.7958391798694862,0.6689380944582642,0.7110357265355614,0.6558282334737408,0.6317196278648468,0.5816957313707423,0.7819654290455111,0.8046373968253289,0.7284473290060103,0.6347339907219663,0.704204366081575,0.5337841049310925,0.6113106314576311,0.5441112792954379,0.382458001231112,0.6074235950025376,0.4171688531717418,0.6648429123229225,0.6199733854742269,0.5868467120391402,0.645542183504188,0.5336788303260709,0.6481482347197306,0.6908830425456861,0.6542114270512304,0.5836212231248264,0.5383246130668546,0.5295690106942775,0.5694167706363553,0.4304494849482011,0.430936007449308,0.5065110840999762,0.5741639823344886,0.5496359848116625,0.6308562318918817,0.617963842283211,0.6159713160831439,0.5097700061137386,0.6601785262615254,0.654200466955365,0.6371409815998859,0.6606737495404902,0.3432642537639066,0.445030089849592,0.6034988231296623,0.6970448276693774,0.45958706805309796,0.533317195233113,0.6541724417979552,0.5272510705952633,0.7384069796293999,0.6240527043129215,0.36217371196731063,0.19350922933208636
a.1.2,0.6208288978694643,1.0,0.9250086205600511,0.8547896898810831,0.743203992464886,0.6973701694624305,0.6613500066836154,0.7345045125130225,0.4618892169613589,0.9278374309169956,0.7636496667367736,0.7249483664716199,0.6118277749283264,0.759547177870855,0.7238213032801416,0.8073079587805696,0.7119607009418748,0.706937467882082,0.7422591168318698,0.6808335479785588,0.7488981468316592,0.8019995709458962,0.7614116920740396,0.7593384072728601,0.726805381661844,0.8385143320859294,0.8324070590179891,0.7052949917613608,0.702770564417657,0.6472154728768813,0.46719962376106,0.6625455704742517,0.7115434481694602,0.7536218520083973,0.7347338092554668,0.8038973980720399,0.7524058101439076,0.7702277912915573,0.6736926128869745,0.653866424384454,0.588683633720278,0.6169770971611658,0.7833812523065624,0.3298682525572866,0.7546484957250399,0.8872817112737962,0.7867338398764364,0.8609354194257436,0.7676145775572256,0.790801189136752,0.7914908579761335,0.7439527881372249,0.8715837774765968,0.5413651503634419,0.8167855093976754,0.8818809798243984,0.8477747958919494,0.819953121314525,0.6743999236350513,0.6712974473756466,0.4810385234030074,0.6684971428820708,0.7030798025610836,0.06628441249277393,0.2089774743110435,0.6143863323951195,0.8244343103349462,0.5808967980668794,0.7092025062903079,0.7145540134495038,0.7050516584049136,0.7127236774400043,0.5775716347719665,0.8361935798570551,0.6293781091385435,0.7554773289395527,0.7186890941794428,0.7156476675768313,0.7721299447713318,0.6423153486131892,0.49951222165457526,0.5945092852021364,0.6799639028281266,0.6888710477542793,0.7656476729847733,0.7236013322333018,0.6011344227997106,0.5874728796213373,0.739649412251039,0.6099896514822911,0.6353661190580552,0.707055577336209,0.5070431054201027,0.6314411068322004,0.7703604661362421,0.6914540731543857,0.639100675582953,0.5674589754418261,0.49542011603737107,0.715975653252659,0.803295121576005,0.6506780940407711,0.7054527594571056,0.7233704972317886,0.6696387714641069,0.8085675045343491,0.7762144071637879,0.7912809336838369,0.6676994594137015,0.6576599154599254,0.2458172602786381,0.8820977301413128,0.5762612303277246,0.713807573236364,0.6702133592969031,0.6963345365443546,0.8009392297415276,0.6618345102196945,0.7957715445410545,0.16945017549432886,0.19350922933208636
a.1.3,0.6004265832750788,0.9250086205600511,1.0,0.8324791168412436,0.7116808339325433,0.6716972024511534,0.6409281273566986,0.6988589158174625,0.4953573839097212,0.8678782555916228,0.6817777986938282,0.6724750808340119,0.5787382840991686,0.7199592154643203,0.7187683145214865,0.7744531486005971,0.6811307684730102,0.6596912346308841,0.7229934314775468,0.59955818796014,0.721426906898348,0.7864683459752791,0.7122761882627684,0.7392764324974486,0.7640729764042716,0.8280571027243758,0.8159325928146164,0.7046101299815694,0.7066479386829746,0.6724392201694702,0.4574733799160642,0.640252014425361,0.7052943668436141,0.7628524639743632,0.7359160094204428,0.7955138861470289,0.7744814621815823,0.7322501938476824,0.6125511412554341,0.6189757763975081,0.5346453617625401,0.6287483843322498,0.7653886205434667,0.5037076550176671,0.7080570801311957,0.8507154184549579,0.7880445327442538,0.8323471149849014,0.7492657426785088,0.8202473133614349,0.7625974013925162,0.7262185838976891,0.8559982327326123,0.5300636090554955,0.8300403032288383,0.8652961435328386,0.841266950548372,0.7911920030814213,0.627266752425411,0.654428081226953,0.4205070435981437,0.6237138066118244,0.6730620228099544,0.0650396123942869,0.23380283503790264,0.6107188343515026,0.7624276160477964,0.5948944027811917,0.7050894418932911,0.6902607686817568,0.6963871738468654,0.6897796781579867,0.5485465608967742,0.8026759723008093,0.628031795959164,0.77141729818711,0.7213919115045326,0.7620571359651929,0.7446916812668083,0.6045330620004571,0.44241711646823983,0.5721018979821538,0.5996571653170987,0.7597814739552731,0.7430780955742231,0.671729698173982,0.5438885682246318,0.5672624868810837,0.6806847214136514,0.5969718937595125,0.5751218850989938,0.6991091232691236,0.49500952104248874,0.6136439781826313,0.6993447172596309,0.6570370647488454,0.6016339243617105,0.5870866564185765,0.5105684106410465,0.7457758174161475,0.7788496853016378,0.6035223777216535,0.6582136887246969,0.6882307954874833,0.6396737251566804,0.777949947958172,0.7435846635138205,0.7798679647345936,0.6246545962441891,0.7205263042841561,0.20613544454022645,0.8808639502269359,0.5467684295544225,0.71894016690183,0.7261688789015283,0.6873403838396223,0.8225478278694351,0.6717140271597184,0.7969065393808562,0.21918187487125343,0.19350922933208636
a.1.4,0.6717807010762321,0.8547896898810831,0.8324791168412436,1.0,0.8574495801640339,0.7731829311745277,0.6806785203067803,0.7553161963020949,0.48603058268135885,0.8990407885135215,0.8636356409386549,0.8391618910833022,0.7531415306141616,0.8904146162204059,0.8816589898125308,0.866374943846033,0.836049464210546,0.8375766189717024,0.8633311137136265,0.6994162943769264,0.8446589079362883,0.9161861760238745,0.8531479348193004,0.9073858439618122,0.8126840300142706,0.8705128607411301,0.868790299007639,0.8114958210248072,0.7963263272883397,0.7294306611157466,0.5341667709097568,0.804789203767182,0.842938413238421,0.8183940957482868,0.8454363056131878,0.8665293946706606,0.8414362071165369,0.833443653347983,0.7817415162098075,0.7405688585388238,0.6120618306597649,0.7109688122660682,0.8693853168436928,0.32185174761432545,0.7578840313938967,0.8664847851576651,0.8637388965786487,0.8679689167354907,0.8208368992201519,0.9070457925664135,0.8662403942481081,0.8190758329393447,0.9349193833874101,0.6539196866047114,0.8584684845147366,0.8579645123873179,0.8822203101608586,0.83222342934165,0.7294259982679443,0.8288002741369943,0.5511017774571523,0.7405489573121211,0.814970507908268,0.10819566886094115,0.2710940835179254,0.7224440807075982,0.906913982992455,0.7078473961918786,0.8426108601979564,0.8534594803513302,0.8484817701458549,0.8438336319458721,0.7557564748899457,0.8693144607853358,0.7568243151072748,0.8539853726704794,0.8432085699873806,0.8426623438061656,0.905433841274089,0.7404865136080466,0.6366648904180893,0.7263462113298044,0.6088976317552242,0.7453486140303817,0.8187087177984542,0.7890389210910472,0.7298192157424087,0.6511321208190494,0.8063878875750381,0.7453811578238061,0.7320756975845644,0.8011012276497116,0.6149682269584925,0.7268134094513593,0.7585219282014936,0.7272323927652263,0.6803114051658897,0.6217300292602111,0.6542644489185083,0.8338445621177915,0.8515154093119306,0.679804596873313,0.7780904583099886,0.8151294773689103,0.743276338711716,0.8195516837681617,0.8359025123988788,0.8540146957339786,0.7713886481119534,0.7020538799033795,0.30130584614998573,0.8930345598381636,0.6544635573267273,0.7730134342533833,0.8192834498430381,0.7848678835553748,0.8351321330289808,0.7825616005758665,0.879210754363329,0.30077241876492916,0.19350922933208636
a.3.1,0.5816646777657907,0.743203992464886,0.7116808339325433,0.8574495801640339,1.0,0.8762594601280305,0.8125938976469576,0.8162611072669991,0.46456485036446704,0.8125455386274819,0.8496064298075382,0.8895495377765842,0.8463568094540825,0.8891306025333132,0.8485585388875078,0.8728557735147144,0.8666465427128696,0.83576695331844,0.8349779706279286,0.7017202218972356,0.7825101650382532,0.8638121561668007,0.8851751135496576,0.8492250857702611,0.8076840631228935,0.7614928352399193,0.7634370985617025,0.6862428840646227,0.6870232140478721,0.6135353386358966,0.4576855394910701,0.7056969580842791,0.7064064800797674,0.6243156024019002,0.732983703070525,0.7306308396835892,0.7365589055700132,0.8151174116493393,0.7200911211794707,0.6523946469497747,0.5851073736676798,0.6929211396706667,0.8561049975261069,0.41088641085234084,0.6218226132279152,0.8147900989618542,0.8121684248026441,0.7063477378115772,0.8415488845933271,0.8549273159971457,0.7630355168035515,0.843138963764517,0.8293640941563089,0.7121518777017702,0.744277649224319,0.7905545869797834,0.7509930634009939,0.7731467340158148,0.7098846761167289,0.924963289988117,0.5880234081208854,0.6944076747782872,0.7694485669320136,0.25873364312348746,0.25086987048135045,0.7023267766763055,0.8989825750218863,0.6126029613578146,0.7774378038294503,0.8271888996918206,0.7647398117106005,0.7773018121136483,0.7802253696151124,0.773605615924279,0.7095617378534708,0.7780591162814615,0.7072335346822319,0.7452521363444098,0.8700042257659091,0.8947759652452476,0.6240391003342817,0.8151675492808633,0.695144452801651,0.7168310214361088,0.7212672644493632,0.8683707869172171,0.8374931203466236,0.6922620918008736,0.7432546588729649,0.7114139459841049,0.6844744149120469,0.6194992651868623,0.6640893576615895,0.6738107223411015,0.6714179603595686,0.6670641103476873,0.6311537408099085,0.5073576553643763,0.5356632806660268,0.6727920102727825,0.6636645097350228,0.6571762771945726,0.7233040636682544,0.7209530750345589,0.6285832618353322,0.700389916226291,0.8363797572749769,0.7474494432830121,0.830834429473111,0.6891711524844849,0.38265921272790165,0.736947604408463,0.6817092980946703,0.6272749724973099,0.7135684220217601,0.8010965167313134,0.7039095971875144,0.7493975041818715,0.8038595665130663,0.27363880867074813,0.19350922933208636
a.3.2,0.5390827584700961,0.6973701694624305,0.6716972024511534,0.7731829311745277,0.8762594601280305,1.0,0.8897176887210435,0.8926684061091911,0.4959786963617325,0.8240953164926573,0.8482895839034456,0.8698951055132155,0.8142419018862073,0.8788266222314897,0.809658610920094,0.8389240858453835,0.7581106842535665,0.8525440719936009,0.8190283391905953,0.7019458172037957,0.7712289575923726,0.8314803059996274,0.8006308087982313,0.8123964236389991,0.7223416422677347,0.6978651043178199,0.741693998906466,0.7298069096698583,0.8163371549497133,0.7239027348695967,0.5219982283341528,0.7320349817898367,0.7515896675667124,0.6736325727126949,0.7805955612741404,0.7701539067856585,0.7332405923350162,0.822111058435085,0.7152446437008033,0.7544167473822045,0.7236580074658683,0.7371197932829778,0.7885310552453607,0.2910326670824853,0.5724587260155217,0.846435212595996,0.7683740929724502,0.6845493569710555,0.7752251623707558,0.8056595219059568,0.7333838907813949,0.8580647876503659,0.8217093805357423,0.6183303805769508,0.7581700033689075,0.7445947228748774,0.71151753811827,0.7655997466006608,0.6456051559848174,0.8157407430663783,0.741771152212886,0.830467122049837,0.770168183752641,0.22426921607950376,0.3363072728251838,0.7144103785089537,0.8426502780865947,0.6310786545391123,0.7788197853909877,0.8587029728815382,0.7726993409797708,0.7884601991870036,0.7586723891666615,0.7972910080068668,0.7025583808073531,0.7601846420430888,0.71501193394605,0.7756126113737121,0.8260815935152573,0.8785460822338156,0.6595249103690691,0.7701207380744873,0.701989513375469,0.6497661948365426,0.7555637118003855,0.8463803640460736,0.8227972181209658,0.7685931026073719,0.7391836081767651,0.6637242134151309,0.7580941960391728,0.658027030600816,0.6721461337462662,0.6930858295322211,0.6980252274727637,0.7536173814429786,0.6763793746330335,0.5949341090934053,0.5723622964001457,0.6384671051289872,0.6259824022441469,0.7483036097015644,0.7662806185209925,0.6770594774238309,0.6116975036134367,0.7361334807962957,0.838312051018381,0.7124373209002263,0.8626641822661059,0.6442075034090164,0.4114405686818794,0.7097536837429006,0.7478319890851867,0.5858007439429457,0.7546140291077793,0.8163435002683721,0.6618218195823768,0.735279458589531,0.776104902346327,0.34768107625641725,0.19350922933208636
a.3.3,0.4827740401620936,0.6613500066836154,0.6409281273566986,0.6806785203067803,0.8125938976469576,0.8897176887210435,1.0,0.8779264522526609,0.4693864513097561,0.762035840691209,0.7411460421837986,0.7877170758449811,0.7359938837858012,0.7852505254987412,0.7172096735200154,0.7927868412416054,0.7090427677001312,0.7472603816293363,0.7406559143879993,0.6482968690022543,0.631801924725028,0.7746401912892451,0.7049418651638772,0.7231051956130149,0.6727418726412585,0.6496148205300526,0.6814802417052054,0.6464770604532569,0.7118859030946539,0.7251749231900979,0.44102737150546445,0.6541601357254047,0.6723070741013404,0.6027499313161317,0.7074286532309912,0.7075485893677624,0.7092621618998202,0.7459296433230285,0.6301327213529864,0.6477861669914096,0.6333801785296265,0.6493027462214679,0.7220141853684618,0.36948172843259536,0.5384980517768628,0.7584673200045509,0.7326635529018289,0.6148692015309379,0.7048058253774795,0.7619880585188842,0.6721801196575676,0.824407871507201,0.7507107447912715,0.514933749525348,0.6767026493904631,0.7305134993589967,0.6502650234102,0.7462777225079424,0.6254895824949771,0.7273913141552727,0.6387578360929921,0.740079451801963,0.7072582910391205,0.22206363198516985,0.17896865822384364,0.618589625300641,0.7438809706669498,0.5352502340707535,0.6911841086878097,0.7620794407216905,0.669217336549849,0.6917016847938681,0.6700916445480836,0.7261460934390715,0.6394279882704381,0.6859044670694846,0.6471724496935506,0.7149120913183651,0.735979510677627,0.8118314979959789,0.6288963456264308,0.6646115485448544,0.6609664033283311,0.6198305677338071,0.6994557122655647,0.7742697112066416,0.7291772329341603,0.7428315414878506,0.667133235864592,0.5679622986162002,0.636790883449944,0.5913745055022865,0.6022407675643559,0.6840925901688109,0.6957589872996404,0.7602974156610709,0.649033647025618,0.5692317228774372,0.5262119044883888,0.6014351524476628,0.5840260256129028,0.703206901216644,0.7320947816111367,0.6417540282648614,0.5444690687407238,0.6956293889730932,0.7952400760327808,0.6928051453227593,0.7886138808820968,0.6054379909682801,0.4307173343085575,0.6562916820888155,0.6963194423772419,0.562013562373539,0.7063689850149651,0.7655371106142027,0.630477099102016,0.6241603343771422,0.7166466226302353,0.2787634045908212,0.19350922933208636
a.3.4,0.41177050121684106,0.7345045125130225,0.6988589158174625,0.7553161963020949,0.8162611072669991,0.8926684061091911,0.8779264522526609,1.0,0.4345219056563841,0.851612079280286,0.839259858957747,0.7819267322158113,0.7676893754044465,0.8510194169034314,0.7777107006023762,0.8721988888217369,0.718675490200803,0.8117683813035619,0.8248354594577341,0.5447430471020576,0.6699375302176273,0.8078369756884524,0.7582472528165193,0.7570396233063121,0.7521781958723197,0.7623131118883619,0.7954890817195444,0.7032867945470302,0.7345824349489769,0.6863199412298508,0.4003909413317485,0.696872398441883,0.7340174612353607,0.6845604612787084,0.7125667269443898,0.7352911397443348,0.7436447517586958,0.7190790909239819,0.6515723994069001,0.7189388689957407,0.7196443049905775,0.6942058744166979,0.757122160519473,0.27202214045120093,0.6798357466194563,0.7782346700976894,0.7552656260352077,0.7572133985104917,0.7445481905380459,0.7951113429769598,0.7530011164035368,0.8537211286048155,0.8011924656407304,0.5088406572831983,0.7333606726835751,0.7937407060760548,0.7078141313395157,0.7362482253087097,0.5343497516330513,0.7353972315494868,0.5437927875623005,0.7668745788039365,0.800256867632723,0.21075629967262363,0.26258703617027523,0.6030316250081074,0.7956686734658278,0.47815589801395253,0.7516888372060547,0.7305250843726085,0.7211170919077706,0.7593477810390606,0.6532278545885144,0.7377272614033699,0.5894952576614585,0.7054236286759901,0.6511840370626217,0.6938407301702393,0.8105209012693534,0.7527192304291775,0.6038024370133686,0.7376814501254769,0.6264517154719215,0.6823719512591557,0.7559764459367854,0.7443813855702719,0.680936082559614,0.6537484110715187,0.7475440462157439,0.5955820526555453,0.6664446245783202,0.6818262538544957,0.6237404857925491,0.7211343492516988,0.7671484369887804,0.7853931990273733,0.6815409548678274,0.6482797558701138,0.5403382903291178,0.6301176752564696,0.688647038777384,0.7378160477939977,0.7806252689024068,0.673047745842972,0.6308034503775831,0.747507368351072,0.7730787141226159,0.6960549098880026,0.7443894614303831,0.6893722317871358,0.29044934241888426,0.7348022617840289,0.6151537794586677,0.6652229584541102,0.7292450124743797,0.7242612453738211,0.7271424526802969,0.6132026420416707,0.7683207346110009,0.22817703705849968,0.19350922933208636
a.3.5,0.5152280857840454,0.4618892169613589,0.4953573839097212,0.48603058268135885,0.46456485036446704,0.4959786963617325,0.4693864513097561,0.4345219056563841,1.0,0.44654739013858885,0.4491236375846732,0.4149543369598071,0.47262715456767224,0.4942800016791059,0.41618965513325284,0.38739868506009506,0.40649434471671886,0.38857219646486196,0.43522717340413525,0.5617568894267294,0.5167169042449713,0.49091335345993103,0.4825354657946404,0.5008651926114869,0.38659013763705213,0.3651403527403502,0.35782532998571304,0.46614675753435386,0.5577477536580492,0.567942108965922,0.3752341083086528,0.5057169097851075,0.46895309488771497,0.49468891420313177,0.5978039957745466,0.4977085648258004,0.5420557806147415,0.45469271226091384,0.4019015598079152,0.45962891350682916,0.43201927832792103,0.45556017019923256,0.3548490270228975,0.2889743442542797,0.40697192608698823,0.5551696074234268,0.43447597420200135,0.4021220115607139,0.4632802838655215,0.48988243146025334,0.4536497245416652,0.4107631818797504,0.543223223106776,0.51061011188299,0.5023950633613117,0.4267593937245111,0.4177577900774142,0.5607929297671409,0.527061768588608,0.42531828533001625,0.6796661054865243,0.6541070177169349,0.511662569509631,0.2966858532839025,0.3830189009617256,0.7947924426437573,0.5170956284347717,0.5528974305317097,0.5306185360145685,0.5618383450514824,0.4869905524814877,0.4670943010854425,0.41657503710058547,0.5381169480925654,0.5294113872103204,0.5232676525953898,0.596721902625533,0.5241915213779975,0.4668862996169819,0.4436492379470582,0.4826354285988151,0.3184507890073267,0.46655261757554,0.41665521885454715,0.5232607063942821,0.44369190060091973,0.4507433522782356,0.6134737121319525,0.4538976726753189,0.4792057838637128,0.5134421189345618,0.5016990251679734,0.46844909872499835,0.46288141809603883,0.43703943486957625,0.4399362891550176,0.4159368759047111,0.4813784065513204,0.35303182630372776,0.4936207615269293,0.3920969368563039,0.5632815445168989,0.6084686978280058,0.5453019398852923,0.3920097848659367,0.5825763125817418,0.5749030437111576,0.5611180792778104,0.5277379055552436,0.3990833009467708,0.4319915656293845,0.4722061522887775,0.7134872788558804,0.2880702805571829,0.5908995680147917,0.6048122560214461,0.34026409576787553,0.5144512409189987,0.5500379992051767,0.5037693295922072,0.19350922933208636
a.3.6,0.582069023583206,0.9278374309169956,0.8678782555916228,0.8990407885135215,0.8125455386274819,0.8240953164926573,0.762035840691209,0.851612079280286,0.44654739013858885,1.0,0.852790866432953,0.8092322728050543,0.7233947248121224,0.8651665932768873,0.8455182179086019,0.8898864165126534,0.7754513825950625,0.8153404592143166,0.8488358581552565,0.6405704340526045,0.7879371911036085,0.8958154438109955,0.8018826151860708,0.8685689339135182,0.7694711601120867,0.8650276211841396,0.8854322431671283,0.7757410079353618,0.789531260134258,0.7111204269255377,0.46800019146518346,0.7583093119558266,0.8035387433560277,0.7868245490909003,0.8162935549192317,0.857187306992802,0.8039123960979607,0.8191353443370692,0.7578070222992644,0.7454615799307474,0.6829043811793474,0.7189056522139736,0.8500232980151855,0.25923236954712847,0.78246541131347,0.8913411288857881,0.8441912771793703,0.8951460126924881,0.8237981440688017,0.8533868937515208,0.8443243365888223,0.8157248797697313,0.9223012845989466,0.592105683301228,0.8478355090545714,0.8850469573409875,0.8642354177637027,0.8376724236693317,0.6561591514559183,0.7361307888429253,0.5526179000165495,0.7787234038462076,0.8204540169238062,0.0933904601090306,0.24134637939662534,0.664784794972479,0.8843755553280481,0.6374024856415834,0.800946776825084,0.8015606383347307,0.8109068120132409,0.8168174282733531,0.6575481513244573,0.8792545466761941,0.6919490560803709,0.8078681735051917,0.7609749707102855,0.8019261190753606,0.8350031596201802,0.7259513594550794,0.5725629430674335,0.6568754994760245,0.6587142478398066,0.7113733263305692,0.8389760020889558,0.7517192658932597,0.6473684815836319,0.6658371083873323,0.806135757299541,0.6668384669705313,0.7115606093721967,0.7875838241531454,0.599288704199523,0.7282618245764311,0.8385048141079412,0.8084642488943553,0.7259993339097879,0.6695176335624382,0.5901218578790188,0.7575254728190765,0.8296233388799991,0.7206344631249317,0.7824094090692462,0.7691467316603556,0.7292692881253093,0.8589629867347628,0.8260458289919076,0.8292999199107819,0.7291719932392072,0.6817143935778357,0.28073851120869897,0.8961501112996534,0.6382038705458372,0.7683502018862878,0.7925462479091243,0.7684636004220166,0.8414724523458457,0.7497722144769142,0.8658665011531955,0.23638061773864355,0.19350922933208636
